Dll,Assembly,Service,Package,Type,Interface
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsConfigurationManagerDlg,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsConfigurationManagerDlg,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPoint
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsConfigurationManagerDlg,,,Microsoft.VisualStudio.OLE.Interop.ISpecifyPropertyPages
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsConfigurationManagerDlg,,,Microsoft.VisualStudio.OLE.Interop.IPerPropertyBrowsing
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsConfigurationManagerDlg,,,Microsoft.VisualStudio.Shell.Interop.IVsConfigurationManagerDlg
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsConfigurationManagerDlg,,,Microsoft.VisualStudio.Shell.Interop.IProvidePropertyBuilder
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsConfigurationManagerDlg,,,Microsoft.VisualStudio.Shell.Interop.IVsSelectionEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsConfigurationManagerDlg,,,Microsoft.VisualStudio.Shell.Interop.IVsPerPropertyBrowsing
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsConfigurationManagerDlg,,,Microsoft.VisualStudio.Shell.Interop.IVsCfgProvider
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsConfigurationManagerDlg,,,Microsoft.VisualStudio.Shell.Interop.IVsCfgProvider2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsThreadedWaitDialog,,,Microsoft.VisualStudio.Shell.Interop.IVsThreadedWaitDialog
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsThreadedWaitDialog,,,Microsoft.VisualStudio.Shell.Interop.IVsThreadedWaitDialog2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,Microsoft.VisualStudio.CommonIDE,SVsProfilesManagerUI,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,Microsoft.VisualStudio.CommonIDE,SVsProfilesManagerUI,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,Microsoft.VisualStudio.CommonIDE,SVsProfilesManagerUI,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,Microsoft.VisualStudio.CommonIDE,SVsProfilesManagerUI,,,Microsoft.VisualStudio.Shell.Interop.IVsProfilesManagerUI
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,Microsoft.VisualStudio.CommonIDE,SVsProfilesManagerUI,,,Microsoft.VisualStudio.Shell.Interop.SVsProfilesManagerUI
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.OLE.Interop.IDropTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsNavigationTool
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsCallBrowser
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.SVsClassView
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.SVsClassView
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.ISelectionContainer
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsSolutionEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsSelectionEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsMultiItemSelect
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsBroadcastMessageEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsWindowFrameNotify
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsWindowPane
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IDropSource
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsObjectListOwner
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsObjectManagerEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCallBrowser,,,Microsoft.VisualStudio.Shell.Interop.IVsClassView
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsPreviewChangesService,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsPreviewChangesService,,,Microsoft.VisualStudio.Shell.Interop.IVsPreviewChangesService
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCodeDefView,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCodeDefView,,,Microsoft.VisualStudio.Shell.Interop.IVsCodeDefView
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsCodeDefView,,,Microsoft.VisualStudio.Shell.Interop.IVsSolutionEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsToolboxDataProviderRegistry,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxDataProviderRegistry
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsFontAndColorCacheManager,,,Microsoft.VisualStudio.Shell.Interop.IVsFontAndColorCacheManager
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsActivityLog,,,Microsoft.VisualStudio.Shell.Interop.IVsActivityLog
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsActivityLog,,,Microsoft.VisualStudio.Shell.Interop.SVsAppCommandLine
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsActivityLog,,,Microsoft.VisualStudio.Shell.Interop.SVsAppCommandLine
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsActivityLog,,,Microsoft.VisualStudio.Shell.Interop.IVsAppCommandLine
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsPathVariableResolver,,,Microsoft.VisualStudio.Shell.Interop.IVsProfileDataManager
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsPathVariableResolver,,,Microsoft.VisualStudio.Shell.Interop.IVsPathVariableResolver
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsResourceManager,,,Microsoft.VisualStudio.Shell.Interop.IVsResourceManager
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsTaskList2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsErrorList
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.SVsTaskList
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.SVsTaskList
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsBroadcastMessageEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsWindowFrameNotify
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsWindowPane
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsTaskList
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsCommentTaskInfo
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsExtensibleObject
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsToolsOptions,,,Microsoft.VisualStudio.Shell.Interop.IVsToolsOptions
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsRegisterNewDialogFilters,,,Microsoft.VisualStudio.Shell.Interop.IVsRegisterNewDialogFilters
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsSmartOpenScope,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsSmartOpenScope,,,Microsoft.VisualStudio.Shell.Interop.IVsSmartOpenScope
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsAssemblyNameUnification,,,Microsoft.VisualStudio.Shell.Interop.IVsAssemblyNameUnification
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsSQLCLRReferences,,,Microsoft.VisualStudio.Shell.Interop.IVsSQLCLRReferences
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsSQLCLRReferences,,,Microsoft.VisualStudio.Shell.Interop.IVsComponentUser
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsStrongNameKeys,,,Microsoft.VisualStudio.Shell.Interop.IVsStrongNameKeys
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,IVsRegisterScciProvider,,,Microsoft.VisualStudio.Shell.Interop.IVsRegisterScciProvider
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,SVsSccToolsOptions,,,Microsoft.VisualStudio.Shell.Interop.IVsSccToolsOptions
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,IWebApplicationCtxSvc,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,IWebApplicationCtxSvc,,,Microsoft.VisualStudio.Shell.Interop.SWebApplicationCtxSvc
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop.8.0/8.0.0.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.8.0.dll,,IWebApplicationCtxSvc,,,Microsoft.VisualStudio.Shell.Interop.IWebApplicationCtxSvc
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolutionPersistence,,,Microsoft.VisualStudio.Shell.Interop.SVsSolutionPersistence
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolutionPersistence,,,Microsoft.VisualStudio.Shell.Interop.SVsSolutionPersistence
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolutionPersistence,,,Microsoft.VisualStudio.Shell.Interop.IVsSolutionPersistence
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsRegisterProjectTypes,,,Microsoft.VisualStudio.Shell.Interop.SVsRegisterProjectTypes
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsRegisterProjectTypes,,,Microsoft.VisualStudio.Shell.Interop.SVsRegisterProjectTypes
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsRegisterProjectTypes,,,Microsoft.VisualStudio.Shell.Interop.IVsRegisterProjectTypes
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsFireSolutionEvents2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsOpenProjectOrSolutionDlg
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsCreateAggregateProject
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsSolution3
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.SVsSolution
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.SVsSolution
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.SVsSolutionObject
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.SVsSolutionObject
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IPersistFileFormat
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsSolution
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsHierarchy
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsUIHierWinClipboardHelperEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsUIHierarchy
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsSolution2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsFireSolutionEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsProject2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsFileChangeEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistHierarchyItem
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistHierarchyItem2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsHierarchyDropDataSource
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolution,,,Microsoft.VisualStudio.Shell.Interop.IVsHierarchyDropDataSource2
