Dll,Assembly,Service,Package,Type,Interface
,,,,Microsoft.VisualStudio.TextManager.Interop.IVsTextSpanSet,Microsoft.VisualStudio.TextManager.Interop.IVsTextSpanSet
,,,,Microsoft.VisualStudio.TextManager.Interop.VsTextSpanSetClass,Microsoft.VisualStudio.TextManager.Interop.IVsTextSpanSet
,,,,Microsoft.VisualStudio.TextManager.Interop.VsTextSpanSet,Microsoft.VisualStudio.TextManager.Interop.IVsTextSpanSet
,,,,Microsoft.VisualStudio.TextManager.Interop.IVsFinder,Microsoft.VisualStudio.TextManager.Interop.IVsFinder
,,,,Microsoft.VisualStudio.TextManager.Interop.VsFinderClass,Microsoft.VisualStudio.TextManager.Interop.IVsFinder
,,,,Microsoft.VisualStudio.TextManager.Interop.VsFinder,Microsoft.VisualStudio.TextManager.Interop.IVsFinder
,,,,Microsoft.VisualStudio.TextManager.Interop.IVsFindScope,Microsoft.VisualStudio.TextManager.Interop.IVsFindScope
,,,,Microsoft.VisualStudio.TextManager.Interop.IVsRegisterFindScope,Microsoft.VisualStudio.TextManager.Interop.IVsRegisterFindScope
,,,,Microsoft.VisualStudio.TextManager.Interop.IVsHighlight,Microsoft.VisualStudio.TextManager.Interop.IVsHighlight
,,,,Microsoft.VisualStudio.TextManager.Interop.IVsTextImageUtilities,Microsoft.VisualStudio.TextManager.Interop.IVsTextImageUtilities
,,,,Microsoft.VisualStudio.TextManager.Interop.VsFinderClass,Microsoft.VisualStudio.TextManager.Interop.VsFinder
,,,,Microsoft.VisualStudio.TextManager.Interop.VsFinder,Microsoft.VisualStudio.TextManager.Interop.VsFinder
,,,,Microsoft.VisualStudio.TextManager.Interop.VsTextSpanSetClass,Microsoft.VisualStudio.TextManager.Interop.VsTextSpanSet
,,,,Microsoft.VisualStudio.TextManager.Interop.VsTextSpanSet,Microsoft.VisualStudio.TextManager.Interop.VsTextSpanSet
,,,,Microsoft.VisualStudio.TextManager.Interop.VsTextImageClass,Microsoft.VisualStudio.TextManager.Interop.VsTextImage
,,,,Microsoft.VisualStudio.TextManager.Interop.VsTextImage,Microsoft.VisualStudio.TextManager.Interop.VsTextImage
,,,,Microsoft.VisualStudio.NativeMethods+IEventHandler,Microsoft.VisualStudio.NativeMethods+IEventHandler
,,,,Microsoft.VisualStudio.NativeMethods+IParameterKind,Microsoft.VisualStudio.NativeMethods+IParameterKind
,,,,Microsoft.VisualStudio.NativeMethods+IMethodXML,Microsoft.VisualStudio.NativeMethods+IMethodXML
,,,,Microsoft.VisualStudio.NativeMethods+IMethodXML2,Microsoft.VisualStudio.NativeMethods+IMethodXML2
,,,,Microsoft.VisualStudio.NativeMethods+IVBFileCodeModelEvents,Microsoft.VisualStudio.NativeMethods+IVBFileCodeModelEvents
,,,,Microsoft.VisualStudio.NativeMethods+ICodeClassBase,Microsoft.VisualStudio.NativeMethods+ICodeClassBase
,,,,Microsoft.Internal.VisualStudio.Shell.Interop.IOleComponent2Private,Microsoft.Internal.VisualStudio.Shell.Interop.IOleComponent2Private
,,,,Microsoft.VisualStudio.Shell.CommonMessagePump,Microsoft.Internal.VisualStudio.Shell.Interop.IOleComponent2Private
,,,,Microsoft.VisualStudio.IEventHandler,Microsoft.VisualStudio.IEventHandler
,,,,Microsoft.VisualStudio.Shell.Flavor.IVsAggregatableProjectCorrected,Microsoft.VisualStudio.Shell.Flavor.IVsAggregatableProjectCorrected
,,,,Microsoft.VisualStudio.Shell.Flavor.FlavoredProjectBase,Microsoft.VisualStudio.Shell.Flavor.IVsAggregatableProjectCorrected
,,,,Microsoft.VisualStudio.Shell.Flavor.ILocalRegistryCorrected,Microsoft.VisualStudio.Shell.Flavor.ILocalRegistryCorrected
,,,,Microsoft.VisualStudio.Shell.Flavor.IVsAggregatableProjectFactoryCorrected,Microsoft.VisualStudio.Shell.Flavor.IVsAggregatableProjectFactoryCorrected
,,,,Microsoft.VisualStudio.Shell.Flavor.FlavoredProjectFactoryBase,Microsoft.VisualStudio.Shell.Flavor.IVsAggregatableProjectFactoryCorrected
,,,,Microsoft.VisualStudio.Shell.Flavor.IVsProjectAggregator2,Microsoft.VisualStudio.Shell.Flavor.IVsProjectAggregator2
,,,,Microsoft.VisualStudio.Shell.CommonMessagePump,Microsoft.VisualStudio.Shell.Interop.IVsCommonMessagePump
,,,,Microsoft.VisualStudio.Shell.Interop.IVsCommonMessagePump,Microsoft.VisualStudio.Shell.Interop.IVsCommonMessagePump
,,,,Microsoft.VisualStudio.Shell.DefaultCommonMessagePumpClientImpl,Microsoft.VisualStudio.Shell.Interop.IVsCommonMessagePumpClientEvents
,,,,Microsoft.VisualStudio.Shell.Interop.IVsCommonMessagePumpClientEvents,Microsoft.VisualStudio.Shell.Interop.IVsCommonMessagePumpClientEvents
,,,,Microsoft.VisualStudio.Shell.WindowPane,Microsoft.VisualStudio.Shell.Interop.IVsUIElementPane
,,,,Microsoft.VisualStudio.Shell.DialogContainerWithToolbar+WindowPaneAdapter,Microsoft.VisualStudio.Shell.Interop.IVsUIElementPane
,,,,Microsoft.VisualStudio.Shell.ToolWindowPane,Microsoft.VisualStudio.Shell.Interop.IVsUIElementPane
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIElementPane,Microsoft.VisualStudio.Shell.Interop.IVsUIElementPane
,,,,Microsoft.VisualStudio.Shell.Package,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,,,,Microsoft.VisualStudio.Shell.UIWin32ElementWrapper,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32Element
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32Element,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32Element
,,,,Microsoft.VisualStudio.Shell.InvokableBase,Microsoft.Internal.VisualStudio.Shell.Interop.IVsInvokablePrivate
,,,,Microsoft.VisualStudio.Shell.InvokableAction,Microsoft.Internal.VisualStudio.Shell.Interop.IVsInvokablePrivate
,,,,Microsoft.VisualStudio.Shell.InvokableFunction`1[TResult],Microsoft.Internal.VisualStudio.Shell.Interop.IVsInvokablePrivate
,,,,Microsoft.Internal.VisualStudio.Shell.Interop.IVsInvokablePrivate,Microsoft.Internal.VisualStudio.Shell.Interop.IVsInvokablePrivate
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIElement,Microsoft.VisualStudio.Shell.Interop.IVsUIElement
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WpfUIElement,Microsoft.VisualStudio.Shell.Interop.IVsUIElement
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIElement,Microsoft.VisualStudio.Shell.Interop.IVsUIElement
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WpfUIElement,Microsoft.VisualStudio.Shell.Interop.IVsUIWpfElement
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIWpfElement,Microsoft.VisualStudio.Shell.Interop.IVsUIWpfElement
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIFactory,Microsoft.VisualStudio.Shell.Interop.IVsUIFactory
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WpfUIFactory,Microsoft.VisualStudio.Shell.Interop.IVsUIFactory
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIFactory,Microsoft.VisualStudio.Shell.Interop.IVsUIFactory
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WpfHostPrivate,Microsoft.Internal.VisualStudio.Shell.Interop.IVsUIWpfHostPrivate
,,,,Microsoft.Internal.VisualStudio.Shell.Interop.IVsUIWpfHostPrivate,Microsoft.Internal.VisualStudio.Shell.Interop.IVsUIWpfHostPrivate
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WpfHostPrivate+UIWPFElementContainer,Microsoft.Internal.VisualStudio.Shell.Interop.IVsUIWPFElementContainerPrivate
,,,,Microsoft.Internal.VisualStudio.Shell.Interop.IVsUIWPFElementContainerPrivate,Microsoft.Internal.VisualStudio.Shell.Interop.IVsUIWPFElementContainerPrivate
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WpfLoaderPrivate,Microsoft.VisualStudio.Shell.Interop.IVsUIWpfLoader
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIWpfLoader,Microsoft.VisualStudio.Shell.Interop.IVsUIWpfLoader
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32ToWpfBitmapConverter,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32ToWpfColorConverter,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WpfToWin32ColorConverter,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32ToWpfIconConverter,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32ToWinFormsIconConverter,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WinFormsToWin32IconConverter,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32ToWpfImageListConverter,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32ToWinFormsImageListConverter,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WinFormsToWin32ImageListConverter,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverter
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WpfColorUIObject,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32ColorUIObject,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIObject,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.PropertyValueBase,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.BuiltInPropertyValue,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.IndirectPropertyValue`1[T],Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32ImageListUIObject,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WinFormsImageListUIObject,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32HandleUIObject`1[TData],Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32IconUIObject,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WinFormsIconUIObject,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32BitmapUIObject,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.WpfPropertyValue,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIObject,Microsoft.VisualStudio.Shell.Interop.IVsUIObject
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSourcePropertyEnumerator,Microsoft.VisualStudio.Shell.Interop.IVsUIEnumDataSourceProperties
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIEnumDataSourceProperties,Microsoft.VisualStudio.Shell.Interop.IVsUIEnumDataSourceProperties
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSourceVerbEnumerator,Microsoft.VisualStudio.Shell.Interop.IVsUIEnumDataSourceVerbs
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIEnumDataSourceVerbs,Microsoft.VisualStudio.Shell.Interop.IVsUIEnumDataSourceVerbs
,,,,Microsoft.Internal.VisualStudio.PlatformUI.IDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSource,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSource
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.IDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSource,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.IDataSourceCollection,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSourceCollection,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UISimpleDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSourceCollection,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSourceDynamicCollection,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUICollection,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDynamicCollection,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource
,,,,Microsoft.Internal.VisualStudio.PlatformUI.IDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSource,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.Internal.VisualStudio.PlatformUI.IDataSourceCollection,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSourceCollection,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDispatch,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UISimpleDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSourceCollection,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSourceDynamicCollection,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUISimpleDataSource,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUICollection,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDynamicCollection,Microsoft.VisualStudio.Shell.Interop.IVsUIDispatch
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSource+VsUIDataSourcePropertyChangeEvents,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSourcePropertyChangeEvents
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSourcePropertyChangeEvents,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSourcePropertyChangeEvents
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSource+VsUIDataSourcePropertyChangeEvents,Microsoft.VisualStudio.Shell.Interop.IVsUIEventSink
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSourceCollection+VsUICollectionChangeEvents,Microsoft.VisualStudio.Shell.Interop.IVsUIEventSink
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDataSourcePropertyChangeEvents,Microsoft.VisualStudio.Shell.Interop.IVsUIEventSink
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIEventSink,Microsoft.VisualStudio.Shell.Interop.IVsUIEventSink
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUICollectionChangeEvents,Microsoft.VisualStudio.Shell.Interop.IVsUIEventSink
,,,,Microsoft.Internal.VisualStudio.PlatformUI.IDataSourceCollection,Microsoft.VisualStudio.Shell.Interop.IVsUICollection
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSourceCollection,Microsoft.VisualStudio.Shell.Interop.IVsUICollection
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSourceCollection,Microsoft.VisualStudio.Shell.Interop.IVsUICollection
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSourceDynamicCollection,Microsoft.VisualStudio.Shell.Interop.IVsUICollection
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUICollection,Microsoft.VisualStudio.Shell.Interop.IVsUICollection
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDynamicCollection,Microsoft.VisualStudio.Shell.Interop.IVsUICollection
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSourceCollection+VsUICollectionChangeEvents,Microsoft.VisualStudio.Shell.Interop.IVsUICollectionChangeEvents
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUICollectionChangeEvents,Microsoft.VisualStudio.Shell.Interop.IVsUICollectionChangeEvents
,,,,Microsoft.Internal.VisualStudio.PlatformUI.UIDataSourceDynamicCollection,Microsoft.VisualStudio.Shell.Interop.IVsUIDynamicCollection
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDynamicCollection,Microsoft.VisualStudio.Shell.Interop.IVsUIDynamicCollection
,,,,Microsoft.Internal.VisualStudio.PlatformUI.DataSourceFactory,Microsoft.VisualStudio.Shell.Interop.IVsDataSourceFactory
,,,,Microsoft.VisualStudio.Shell.Interop.IVsDataSourceFactory,Microsoft.VisualStudio.Shell.Interop.IVsDataSourceFactory
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32ImageListHandle,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32ImageList
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32ImageList,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32ImageList
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32IconHandle,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32Icon
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32Icon,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32Icon
,,,,Microsoft.Internal.VisualStudio.PlatformUI.Win32BitmapHandle,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32Bitmap
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32Bitmap,Microsoft.VisualStudio.Shell.Interop.IVsUIWin32Bitmap
,,,,Microsoft.VisualStudio.Shell.Interop.IVsThreadedWaitDialog2,Microsoft.VisualStudio.Shell.Interop.IVsThreadedWaitDialog2
,,,,Microsoft.Internal.VisualStudio.Shell.Interop.IVsInvokerPrivate,Microsoft.Internal.VisualStudio.Shell.Interop.IVsInvokerPrivate
,,,,Microsoft.VisualStudio.Shell.Interop.IVsSettingsManager,Microsoft.VisualStudio.Shell.Interop.IVsSettingsManager
,,,,Microsoft.VisualStudio.Shell.Interop.IVsSettingsStore,Microsoft.VisualStudio.Shell.Interop.IVsSettingsStore
,,,,Microsoft.VisualStudio.Shell.Interop.IVsWritableSettingsStore,Microsoft.VisualStudio.Shell.Interop.IVsSettingsStore
,,,,Microsoft.VisualStudio.Shell.Interop.IVsWritableSettingsStore,Microsoft.VisualStudio.Shell.Interop.IVsWritableSettingsStore
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIAccelerator,Microsoft.VisualStudio.Shell.Interop.IVsUIAccelerator
,,,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialogFactory,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialogFactory
,,,,Microsoft.VisualStudio.Shell.Interop.IVsThreadedWaitDialogFactory,Microsoft.VisualStudio.Shell.Interop.IVsThreadedWaitDialogFactory
,,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowToolbarHost2,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowToolbarHost2
,,,,Microsoft.Internal.VisualStudio.Shell.Interop.SVsUIThreadInvokerPrivate,Microsoft.Internal.VisualStudio.Shell.Interop.SVsUIThreadInvokerPrivate
,,,,Microsoft.VisualStudio.Shell.Interop.SVsSettingsManager,Microsoft.VisualStudio.Shell.Interop.SVsSettingsManager
,,,,Microsoft.VisualStudio.Shell.Interop.SVsUIFactory,Microsoft.VisualStudio.Shell.Interop.SVsUIFactory
,,,,Microsoft.VisualStudio.Shell.Interop.SVsUIDataConverters,Microsoft.VisualStudio.Shell.Interop.SVsUIDataConverters
,,,,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverterManager,Microsoft.VisualStudio.Shell.Interop.IVsUIDataConverterManager
,Microsoft.VisualStudio.Platform.WindowManagement,45652379-d0e3-4ea0-8b60-f2579aa29c93,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.Platform.WindowManagement,45652379-d0e3-4ea0-8b60-f2579aa29c93,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.Platform.WindowManagement,45652379-d0e3-4ea0-8b60-f2579aa29c93,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.Platform.WindowManagement,45652379-d0e3-4ea0-8b60-f2579aa29c93,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.Platform.WindowManagement,45652379-d0e3-4ea0-8b60-f2579aa29c93,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.Platform.WindowManagement,45652379-d0e3-4ea0-8b60-f2579aa29c93,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.Platform.WindowManagement,45652379-d0e3-4ea0-8b60-f2579aa29c93,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.Platform.WindowManagement,45652379-d0e3-4ea0-8b60-f2579aa29c93,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.Platform.WindowManagement,45652379-d0e3-4ea0-8b60-f2579aa29c93,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.Platform.WindowManagement,45652379-d0e3-4ea0-8b60-f2579aa29c93,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.Platform.WindowManagement,3003d0a9-831a-4fe8-a647-cfd09f43e771,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.Platform.WindowManagement,3003d0a9-831a-4fe8-a647-cfd09f43e771,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.Platform.WindowManagement,3003d0a9-831a-4fe8-a647-cfd09f43e771,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.Platform.WindowManagement,3003d0a9-831a-4fe8-a647-cfd09f43e771,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.Platform.WindowManagement,3003d0a9-831a-4fe8-a647-cfd09f43e771,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.Platform.WindowManagement,3003d0a9-831a-4fe8-a647-cfd09f43e771,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.Platform.WindowManagement,3003d0a9-831a-4fe8-a647-cfd09f43e771,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.Platform.WindowManagement,3003d0a9-831a-4fe8-a647-cfd09f43e771,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.Platform.WindowManagement,3003d0a9-831a-4fe8-a647-cfd09f43e771,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.Platform.WindowManagement,3003d0a9-831a-4fe8-a647-cfd09f43e771,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.Shell.UI.Internal,34327116-5104-4ca6-afef-9316b6e1e892,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.Shell.UI.Internal,34327116-5104-4ca6-afef-9316b6e1e892,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.Shell.UI.Internal,34327116-5104-4ca6-afef-9316b6e1e892,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.Shell.UI.Internal,34327116-5104-4ca6-afef-9316b6e1e892,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.Shell.UI.Internal,34327116-5104-4ca6-afef-9316b6e1e892,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.Shell.UI.Internal,34327116-5104-4ca6-afef-9316b6e1e892,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.Shell.UI.Internal,34327116-5104-4ca6-afef-9316b6e1e892,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.Shell.UI.Internal,34327116-5104-4ca6-afef-9316b6e1e892,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.Shell.UI.Internal,34327116-5104-4ca6-afef-9316b6e1e892,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.Shell.UI.Internal,34327116-5104-4ca6-afef-9316b6e1e892,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.Shell.UI.Internal,Microsoft.VisualStudio.Shell.Interop.SVsStatusbar,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.Shell.UI.Internal,Microsoft.VisualStudio.Shell.Interop.SVsStatusbar,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
